dataset,model,precision,recall,f1,auroc,aupr,fpr,fnr,threshold,train_rows,train_positive,test_rows,test_positive,protocol,granularity,seed,label_ratio,epochs,aux_loss_weight,accuracy,macro_f1,recall_at_fpr_1em04,f1_at_fpr_1em04,actual_fpr_at_1em04,threshold_at_fpr_1em04,recall_at_fpr_5em04,f1_at_fpr_5em04,actual_fpr_at_5em04,threshold_at_fpr_5em04,recall_at_fpr_1em03,f1_at_fpr_1em03,actual_fpr_at_1em03,threshold_at_fpr_1em03,loss,focal_gamma,focal_alpha,sampler,selection_metric,class_weights,supcon_weight,supcon_temperature,note
ctt_test01,RandomForest,0.8972281735404392,0.4235461441213654,0.575446581930608,0.7114855681985864,0.42403628159800544,0.000544385119667198,0.5764538558786346,0.03333333333333333,81192.0,21192.0,5702670.0,63280.0,official_sample_level_train_neg_sampled_test_full,official_sample_level,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctt_test02,GradientBoosting,0.9362617644873912,0.9980263999463961,0.9661579648783479,0.9980967425009822,0.9349964229025688,0.001775054704595186,0.0019736000536039523,0.04505324935585055,81192.0,21192.0,6447917.0,164167.0,official_sample_level_train_neg_sampled_test_full,official_sample_level,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctt_test03,RandomForest,0.7893941385201735,0.5768547418967587,0.6665926809644036,0.7890517019711785,0.5474522674684986,0.00037204928927557767,0.4231452581032413,0.03333333333333333,81192.0,21192.0,8635275.0,20825.0,official_sample_level_train_neg_sampled_test_full,official_sample_level,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctt_test04,GradientBoosting,0.6336088154269972,0.2260600954787981,0.3332298458035806,0.48117108486567933,0.14242040947467038,0.00014099319635892265,0.7739399045212019,0.04505324935585055,81192.0,21192.0,13220555.0,14244.0,official_sample_level_train_neg_sampled_test_full,official_sample_level,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctt_test01,transformer,1.0,0.9306777030522504,0.9640943193997856,0.9968966598253644,0.98438087210754,0.0,0.0693222969477496,0.6055496573451536,,,,,,current_window_100_deep,42.0,1.0,15.0,0.2,0.9976500298130546,0.9814397915078557,0.9715468184169684,0.9850511408339888,3.630488845323023e-05,2.597585080366116e-07,0.9736161407139162,0.9812304483837332,0.0003812013287589,2.0429632741070241e-07,0.9741334712881532,0.9743855109961188,0.0008894697671041,1.813609173950681e-07,,,,,,,,,
ctt_test01,concat_fusion,1.0,0.6880496637351268,0.8152007355194606,0.9875688953576576,0.975534988105138,0.0,0.3119503362648732,2.895897769121824e-06,,,,,,current_window_100_deep,42.0,1.0,15.0,0.2,0.9894251341587458,0.9048787819282248,0.9555095706156234,0.9764736981231829,5.445733267984534e-05,1.9529724681888186e-07,0.9622348680807036,0.9753539590980598,0.0003812013287589,1.2949816152740826e-07,0.9632695292291774,0.97359477124183,0.0005445733267984,1.2079743783033337e-07,,,,,,,,,
ctt_test01,cmf_can,1.0,0.9394723228142784,0.9687916777807416,0.9907451786831104,0.9781093030763408,0.0,0.0605276771857216,5.481837160914888e-07,,,,,,current_window_100_deep,42.0,1.0,15.0,0.2,0.9979481603591596,0.9838654431335369,0.9653388515261252,0.9815886375591796,5.445733267984534e-05,1.6003291136712505e-07,0.9679255043973098,0.976768467762986,0.0004901159941186,1.200778569909744e-07,0.9684428349715468,0.9701995335579164,0.0009802319882372,1.0197000221978669e-07,,,,,,,,,
ctt_test02,transformer,0.0869794493989918,1.0,0.160038811123953,0.1151742375223511,0.0488543960236108,1.0,0.0,0.6055488467219846,,,,,,current_window_100_deep,42.0,1.0,15.0,0.2,0.0869794493989918,0.0800194055619765,0.0,0.0,0.0,1.000000000001,0.0005349500713266,0.0010640184429863,0.0004756484957616,0.9999972581863404,0.0005349500713266,0.0010640184429863,0.0004756484957616,0.9999972581863404,,,,,,,,,
ctt_test02,concat_fusion,0.0869794493989918,1.0,0.160038811123953,0.93873470836008,0.8291933931589583,1.0,0.0,2.8958961138414665e-06,,,,,,current_window_100_deep,42.0,1.0,15.0,0.2,0.0869794493989918,0.0800194055619765,0.2694365192582025,0.4241998877035373,8.493723138600574e-05,0.0698953568935394,0.4299215406562054,0.599155069582505,0.0004926359420388,0.0482848137617111,0.5381597717546363,0.6950713956701982,0.0009852718840776,0.0372380055487155,,,,,,,,,
ctt_test02,cmf_can,0.0869794493989918,1.0,0.160038811123953,0.9683574023354516,0.9324805949532672,1.0,0.0,5.481834659804459e-07,,,,,,current_window_100_deep,42.0,1.0,15.0,0.2,0.0869794493989918,0.0800194055619765,0.7680099857346647,0.8683467741935484,8.493723138600574e-05,0.0004529231227934,0.8074179743223966,0.8909878000787091,0.0004756484957616,0.0003289463056717,0.829172610556348,0.9015122140364482,0.0009852718840776,0.0002767667756415,,,,,,,,,
ctt_test03,transformer,1.0,0.0133173525103209,0.0262846628991983,0.6187847176131567,0.2707812715770379,0.0,0.986682647489679,0.6055492734912412,,,,,,current_window_100_deep,42.0,1.0,15.0,0.2,0.9141950502044078,0.4907023762749921,0.0753762152084165,0.1400643405097748,8.878966995611254e-05,2.323068315490673e-07,0.0904248235450792,0.1650863116946267,0.000482001065476,1.9359180214451047e-07,0.1001464908776135,0.1803573569972418,0.0009893706080823,1.7530476270621878e-07,,,,,,,,,
ctt_test03,concat_fusion,1.0,0.0284991343720868,0.0554188786740903,0.7924485771694834,0.3281309018456552,0.0,0.9715008656279132,2.8958964685444003e-06,,,,,,current_window_100_deep,42.0,1.0,15.0,0.2,0.9155153045270826,0.5055994927403706,0.0797709415368224,0.1476824457593688,5.073695426063573e-05,2.001979879651117e-07,0.0846983619656412,0.1554252199413489,0.0004946853040411,1.252263643891638e-07,0.0868291383672925,0.1582716349071489,0.0009893706080823,1.0795805138741345e-07,,,,,,,,,
ctt_test03,cmf_can,1.0,0.0442136103342655,0.0846830761382476,0.7792276774065259,0.3044429685189416,0.0,0.9557863896657344,5.481834659804459e-07,,,,,,current_window_100_deep,42.0,1.0,15.0,0.2,0.9168818835628336,0.5205736600201955,0.0832334531895059,0.1535437906891045,8.878966995611254e-05,1.5679128750889507e-07,0.0849647090158476,0.1558949297495418,0.000482001065476,1.200090622432981e-07,0.0869623118923958,0.1584951456310679,0.0009893706080823,1.0682981610443677e-07,,,,,,,,,
ctt_test04,transformer,0.0113239146634707,0.9794019933554816,0.022388966522875,0.6453118473827439,0.1732558303780162,0.9846818929568844,0.0205980066445182,0.6055499100688475,,,,,,current_window_100_deep,42.0,1.0,15.0,0.2,0.0262934947049924,0.0262779622560731,0.0,0.0,0.0,1.000000000001,0.0584717607973421,0.1090458488228004,0.0001606794445082,0.9999998807907104,0.0584717607973421,0.1090458488228004,0.0001606794445082,0.9999998807907104,,,,,,,,,
ctt_test04,concat_fusion,0.0120669999123037,0.9142857142857144,0.0238196217596399,0.7110974843282889,0.2231220253826226,0.861961054363212,0.0857142857142857,2.8958961138414665e-06,,,,,,current_window_100_deep,42.0,1.0,15.0,0.2,0.146875945537065,0.133100151120978,0.1023255813953488,0.1842105263157894,9.946822755269905e-05,0.1966325044631958,0.1242524916943521,0.2135922330097087,0.0004514327250468,0.0280220843851566,0.1654485049833887,0.2643312101910828,0.0009946822755269,0.0009583296487107,,,,,,,,,
ctt_test04,cmf_can,0.0143988105330429,0.7335548172757476,0.028243239786129,0.6845533646532422,0.1655882870835184,0.5782088067638395,0.2664451827242525,5.481837160914888e-07,,,,,,current_window_100_deep,42.0,1.0,15.0,0.2,0.425340393343419,0.3101446461735255,0.0033222591362126,0.0065832784726793,6.886261907494549e-05,0.0037202006205916,0.015282392026578,0.029040404040404,0.0004284785186885,0.0007515341276302,0.1275747508305647,0.2104109589041095,0.0009793794712881,6.809673323004972e-06,,,,,,,,,
ctt_test02,stats_only,0.0844304522037779,0.9468616262482168,0.1550364963503649,0.8710008119441959,0.824823372184875,0.9781711315337964,0.0531383737517831,1.8612452038269225e-07,,,,,,current_window_100_deep,42.0,1.0,15.0,0.2,0.102287708414114,0.0987754855614521,0.7523181169757489,0.8582180634662326,8.493723138600574e-05,1.8786080318022869e-06,0.7551711840228246,0.8580690912774795,0.0004756484957616,1.7481255554230302e-06,0.7578459343794579,0.8572004840661557,0.0009852718840776,1.6901891513043663e-06,,,,,,,,,
ctt_test02,cmf_can_robust,0.0880601938392422,0.9996433666191156,0.1618617274682758,0.9574581077700556,0.8128687690718236,0.9862061936229126,0.0003566333808844,9.290133289141652e-07,,,,,,current_window_100_deep,42.0,1.0,15.0,0.2,0.0995424583171772,0.0945365338804156,0.0579529243937232,0.1094644661502189,8.493723138600574e-05,0.1087707206606864,0.1271398002853067,0.2245669291338582,0.0004926359420388,0.0195946060121059,0.1861626248216833,0.3111773472429209,0.0009852718840776,0.0087816808372735,,,,,,,,,
ctt_test03,stats_only,0.8592132505175983,0.0552670129178319,0.1038538538538538,0.8584064867949408,0.3882426277220577,0.0008625282224308,0.944732987082168,1.8612452038269225e-07,,,,,,current_window_100_deep,42.0,1.0,15.0,0.2,0.9170556012368698,0.530184628715612,0.0431482221334398,0.082684700778359,5.073695426063573e-05,9.549002015774022e-07,0.0504727660141163,0.0956466876971608,0.0004693168269108,2.479425234014343e-07,0.0561992275935544,0.1053946053946053,0.0009766863695172,1.7814626573908757e-07,,,,,,,,,
ctt_test03,cmf_can_robust,1.0,0.0661872419762951,0.1241568823382463,0.7860212383512144,0.3031743778625658,0.0,0.9338127580237048,9.290133289141652e-07,,,,,,current_window_100_deep,42.0,1.0,15.0,0.2,0.9187927779772314,0.540789701248789,0.0807031562125449,0.1492243289830091,8.878966995611254e-05,3.193670181644848e-07,0.0857637501664669,0.1572265625,0.0004946853040411,2.173818813844264e-07,0.0876281795179118,0.1596312469674915,0.0009766863695172,1.9755827906919881e-07,,,,,,,,,
ctt_test04,stats_only,0.0112549642573471,0.9415282392026578,0.0222440249597739,0.7296082901543868,0.2940370546452382,0.9524694900340488,0.0584717607973421,1.8612452038269225e-07,,,,,,current_window_100_deep,42.0,1.0,15.0,0.2,0.0577080181543116,0.0564667330901282,0.1581395348837209,0.2710706150341685,9.946822755269905e-05,7.472623906323861e-07,0.1847176079734219,0.3013550135501355,0.0004743869314051,6.456178311964322e-07,0.2079734219269103,0.3215202876219825,0.0009870308734075,5.920805961068254e-07,,,,,,,,,
ctt_test04,cmf_can_robust,0.2556818181818182,0.1794019933554817,0.2108551347130027,0.7386534981206403,0.143382069636528,0.0060140020658785,0.8205980066445183,9.290128514294468e-07,,,,,,current_window_100_deep,42.0,1.0,15.0,0.2,0.984712556732224,0.6015683256087098,0.0372093023255813,0.0712015257469803,9.181682543326065e-05,1.3528027920983732e-05,0.0631229235880398,0.1141826923076923,0.000489689735644,6.134467639640207e-06,0.0770764119601328,0.1328751431844215,0.0009564252649297,4.596434337145183e-06,,,,,,,,,
ctt_test02,cmf_can,0.0869794493989918,1.0,0.160038811123953,0.9609348015995924,0.8052438817376351,1.0,0.0,8.834164123072749e-07,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.0869794493989918,0.0800194055619765,0.0481455064194008,0.0917899031106578,8.493723138600574e-05,0.0725719630718231,0.106811697574893,0.1921103271327774,0.0004926359420388,0.0380069352686405,0.153530670470756,0.2638271794086103,0.0009852718840776,0.0289652217179536,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test02,concat_fusion,0.0869794493989918,1.0,0.160038811123953,0.9514842881146496,0.8478827358712511,1.0,0.0,4.341912917880295e-06,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.0869794493989918,0.0800194055619765,0.3530670470756062,0.5215329909126828,8.493723138600574e-05,0.2189710140228271,0.5196148359486448,0.6815577125482399,0.0004926359420388,0.164856806397438,0.5937945791726106,0.740329035126723,0.0009852718840776,0.1397317200899124,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test02,frame_only,0.0869794493989918,1.0,0.160038811123953,0.8557927779459426,0.3101152520683493,1.0,0.0,1.7847983235697057e-06,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.0869794493989918,0.0800194055619765,0.0005349500713266,0.001068376068376,8.493723138600574e-05,0.0962500721216201,0.00160485021398,0.0031880977683315,0.0004926359420388,0.0435123369097709,0.0051711840228245,0.0101861608710923,0.0009682844378004,0.029004868119955,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test02,stats_only,0.0865799492385786,0.9732524964336662,0.1590141009206386,0.8855980415316163,0.8547503891951407,0.9781711315337964,0.0267475035663338,4.31519761150441e-07,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.1045831717720046,0.1008164597668099,0.8182952924393724,0.8996275240148991,8.493723138600574e-05,8.766603968979325e-06,0.8206134094151213,0.8994429785986514,0.0003907112643756,8.038420673983637e-06,0.8216833095577746,0.8974583698510078,0.0009003346526916,7.603648100484861e-06,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test02,wo_stats,0.0869794493989918,1.0,0.160038811123953,0.947236663200759,0.6905296209624207,1.0,0.0,1.9337933917996236e-05,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.0869794493989918,0.0800194055619765,0.0089158345221112,0.0176584849019954,8.493723138600574e-05,0.7174463868141174,0.0561697574893009,0.1058467741935483,0.0004926359420388,0.6213377714157104,0.0841654778887303,0.1537960247637667,0.0009852718840776,0.584265947341919,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test02,wo_context,0.8040113708149084,0.9078102710413696,0.8527638190954774,0.9704518139090932,0.9359482578635456,0.0210814208300066,0.0921897289586305,3.95591839333069e-05,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.9727336176812718,0.918869731101452,0.7803138373751783,0.876163780158174,8.493723138600574e-05,0.0001388977252645,0.8320256776034237,0.9058435255290236,0.0004756484957616,9.33013143367134e-05,0.8532453637660485,0.9157018467132332,0.0009852718840776,8.157080446835607e-05,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test02,wo_xattn,0.0869794493989918,1.0,0.160038811123953,0.965508164127908,0.9061111906539266,1.0,0.0,2.3311186566843961e-07,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.0869794493989918,0.0800194055619765,0.3209700427960057,0.4856333468231485,8.493723138600574e-05,9.436231630388649e-05,0.5,0.6643762587371164,0.0004926359420388,7.598305091960356e-05,0.5855920114122682,0.733854748603352,0.0009852718840776,6.866373587399721e-05,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test02,wo_gate,0.0869794493989918,1.0,0.160038811123953,0.9698586148901582,0.9226291078418614,1.0,0.0,1.3733331388721436e-06,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.0869794493989918,0.0800194055619765,0.4304564907275321,0.6014700386196586,8.493723138600574e-05,0.0004096826887689,0.6492510699001427,0.7849520319068665,0.0004756484957616,0.0002592230157461,0.7198644793152639,0.8321137792435329,0.0009852718840776,0.0002141258592018,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test03,cmf_can,1.0,0.0106538820082567,0.0210831466596389,0.671911986985853,0.2406828066657066,0.0,0.9893461179917432,8.834164123072749e-07,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.9139634266390264,0.4880437689023339,0.0412837927819949,0.0792231024789164,8.878966995611254e-05,2.2950732159188195e-07,0.0688507124783593,0.1282083075015499,0.0004946853040411,1.212696503216648e-07,0.0789719003862032,0.1450055018950972,0.0009766863695172,8.657466565864524e-08,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test03,concat_fusion,1.0,0.0175789053136236,0.0345504515115822,0.7855826135302444,0.3251809766405391,0.0,0.9824210946863764,4.341912917880295e-06,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.9145656479090184,0.4949278585464705,0.0783060327606871,0.1451135241855873,8.878966995611254e-05,6.38517406059691e-07,0.0812358503129577,0.1495647909770749,0.000482001065476,4.845342687076482e-07,0.0834998002397123,0.1527219583485568,0.0009513178923869,4.260413959400466e-07,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test03,frame_only,0.9680851063829788,0.012118790784392,0.0239379192424043,0.5266037655462034,0.1418254197429395,3.80527156954768e-05,0.987881209215608,1.7847983235697057e-06,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.9140560760651788,0.4894934764028559,0.0346251165268344,0.066872427983539,8.878966995611254e-05,5.82982409014221e-07,0.0380876281795179,0.0730243840163411,0.000482001065476,5.083689984530793e-07,0.0399520575309628,0.0760841998478315,0.0009766863695172,4.929170813738892e-07,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test03,stats_only,0.8802816901408451,0.0499400719137035,0.0945179584120983,0.858689863562965,0.3875903890879949,0.0006468961668231,0.9500599280862964,4.31519761150441e-07,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.9167892341366812,0.5254544040386835,0.0427487015581302,0.0819504723002297,5.073695426063573e-05,3.5040711736655794e-06,0.0466107337861233,0.0886300329197265,0.0004946853040411,5.720211788684537e-07,0.0516713277400452,0.0973040752351097,0.0009893706080823,3.451666543696774e-07,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test03,wo_stats,0.9807692307692308,0.0271673991210547,0.0528702863807179,0.6334580885375798,0.2128571190642675,5.073695426063573e-05,0.9728326008789452,1.9337933917996236e-05,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.9153531680313156,0.5042835705468995,0.0392861899054468,0.0755345026245039,8.878966995611254e-05,1.5407162209157832e-05,0.0528698894659741,0.0999370673379484,0.0004946853040411,1.0875288353418e-05,0.0596617392462378,0.1115121344119477,0.0009893706080823,9.62733247433789e-06,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test03,wo_context,1.0,0.0103875349580503,0.0205614867536575,0.5839250144640692,0.1574242486014133,0.0,0.9896124650419496,3.95591839333069e-05,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.913940264282488,0.4877771547948789,0.0326275136502863,0.0631361937894601,8.878966995611254e-05,5.295291430229554e-06,0.0403515781062724,0.077217125382263,0.0004566325883457,2.755127979980898e-06,0.043281395658543,0.0822056405716453,0.0009259494152566,2.153329205611953e-06,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test03,wo_xattn,1.0,0.0067918497802636,0.0134920634920634,0.5991451336725331,0.2072198379213274,0.0,0.9932081502197364,2.3311186566843961e-07,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.913627572469223,0.4841643707918975,0.0324943401251831,0.0628865979381443,8.878966995611254e-05,1.32390212570499e-07,0.0604607803968571,0.113471632091977,0.0004946853040411,9.889512853078487e-08,0.0717805300306299,0.1326605956190007,0.0009893706080823,8.854527067114759e-08,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test03,wo_gate,1.0,0.0150486083366626,0.0296510102335345,0.6749814806569618,0.2345210293021623,0.0,0.9849513916633372,1.3733331388721436e-06,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.9143456055219058,0.4924231594736539,0.0520708483153549,0.0988997091185026,8.878966995611254e-05,3.90544727224551e-07,0.0703156212544946,0.1307901907356948,0.0004693168269108,2.355961328248668e-07,0.0765747769343454,0.1409141036637667,0.0009766863695172,1.910530329496396e-07,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test04,cmf_can,0.0170967962760131,0.6637873754152824,0.0333350017518394,0.6828002530300887,0.1731022345205453,0.4394429779257048,0.3362126245847176,8.834164123072749e-07,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.561732223903177,0.3749817190963312,0.0478405315614617,0.090566037735849,9.946822755269905e-05,0.9948807954788208,0.0617940199335548,0.111913357400722,0.000489689735644,0.9714956879615784,0.135548172757475,0.221980413492927,0.0009870308734075,0.0046452712267637,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test04,concat_fusion,0.011374902560299,0.998671096345515,0.0224936021191577,0.6847415840613922,0.213738277071198,0.9995026588622364,0.001328903654485,4.341912917880295e-06,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.0118608169440242,0.0117438873690571,0.1222591362126245,0.2162162162162162,9.946822755269905e-05,0.0884598940610885,0.1375415282392026,0.23297692740574,0.0004973411377634,0.0190914962440729,0.1521594684385382,0.2458400429414922,0.0009870308734075,0.0069576548412442,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test04,frame_only,0.0184137757667169,0.7787375415282392,0.0359768544809908,0.7530913914227273,0.170763883819797,0.4780289988140326,0.2212624584717608,1.7847983235697057e-06,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.524894099848714,0.3603725032868098,0.0445182724252491,0.0845425867507886,9.946822755269905e-05,0.9982574582099916,0.0624584717607973,0.1133896260554885,0.0004514327250468,0.9675120115280152,0.1302325581395348,0.2140906608410704,0.0009946822755269,0.0068701803684234,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test04,stats_only,0.0155324035886958,0.8132890365448505,0.0304826418289585,0.7561293691952772,0.3084637975823677,0.5935881250239107,0.1867109634551495,4.31519761150441e-07,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.4110438729198185,0.3037709691338478,0.1534883720930232,0.2641509433962264,9.946822755269905e-05,1.9930448615923524e-06,0.1787375415282392,0.2925502990755845,0.0004973411377634,1.5551343039987842e-06,0.2019933554817276,0.3135636926250645,0.0009946822755269,1.3824794677930186e-06,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test04,wo_stats,0.0113842662632375,1.0,0.0225122471111775,0.6818326887471897,0.1424309132406376,1.0,0.0,1.9337933917996236e-05,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.0113842662632375,0.0112561235555887,0.0199335548172757,0.0388349514563106,7.651402119438387e-05,0.9819573163986206,0.0431893687707641,0.0795593635250918,0.000489689735644,0.9059115648269652,0.1196013289036544,0.1983471074380165,0.0009946822755269,0.1817105114459991,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test04,wo_context,0.5912408759124088,0.107641196013289,0.1821247892074199,0.6870154892595032,0.1235543072416896,0.000856957037377,0.892358803986711,3.95591839333069e-05,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.9889939485627836,0.5882922429402863,0.0026578073089701,0.0052770448548812,5.355981483606871e-05,0.2064872682094574,0.015282392026578,0.0289126335637963,0.0004820383335246,0.0177061036229133,0.1196013289036544,0.1986754966887417,0.0009717280691686,2.701367520785425e-05,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test04,wo_xattn,0.0120147950782368,0.964784053156146,0.0237340220340645,0.7135211053505288,0.1563353591349444,0.913569761658824,0.0352159468438538,2.3311186566843961e-07,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.09642965204236,0.0913916653494926,0.0039867109634551,0.0078947368421052,6.886261907494549e-05,0.0015605963999405,0.0172757475083056,0.0326018808777429,0.000489689735644,0.0003012647794093,0.121594684385382,0.201430930104568,0.0009870308734075,3.152364797642804e-06,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test04,wo_gate,0.0663167938931297,0.3694352159468438,0.1124481747396096,0.6744992290767515,0.1298270267823226,0.0598951757909636,0.6305647840531562,1.3733331388721436e-06,,,,,,current_window_100_deep_ablation,42.0,1.0,20.0,0.2,0.933608169440242,0.5389812177099473,0.0,0.0,9.946822755269905e-05,0.921496033668518,0.001328903654485,0.0025706940874035,0.0003749187038524,0.695261538028717,0.1169435215946843,0.1943677526228603,0.0009946822755269,1.9422182958805934e-05,ce,2.0,,none,f1,balanced,0.0,0.1,
ctt_test01,not_run,,,,,,,,,,,,,,short_window_10,,,,,,,,,,,,,,,,,,,,,,,,,,,short-window processed datasets not built in this run
ctt_test01,not_run,,,,,,,,,,,,,,short_window_20,,,,,,,,,,,,,,,,,,,,,,,,,,,short-window processed datasets not built in this run
ctt_test01,not_run,,,,,,,,,,,,,,short_window_50,,,,,,,,,,,,,,,,,,,,,,,,,,,short-window processed datasets not built in this run
ctt_test02,not_run,,,,,,,,,,,,,,short_window_10,,,,,,,,,,,,,,,,,,,,,,,,,,,short-window processed datasets not built in this run
ctt_test02,not_run,,,,,,,,,,,,,,short_window_20,,,,,,,,,,,,,,,,,,,,,,,,,,,short-window processed datasets not built in this run
ctt_test02,not_run,,,,,,,,,,,,,,short_window_50,,,,,,,,,,,,,,,,,,,,,,,,,,,short-window processed datasets not built in this run
ctt_test03,not_run,,,,,,,,,,,,,,short_window_10,,,,,,,,,,,,,,,,,,,,,,,,,,,short-window processed datasets not built in this run
ctt_test03,not_run,,,,,,,,,,,,,,short_window_20,,,,,,,,,,,,,,,,,,,,,,,,,,,short-window processed datasets not built in this run
ctt_test03,not_run,,,,,,,,,,,,,,short_window_50,,,,,,,,,,,,,,,,,,,,,,,,,,,short-window processed datasets not built in this run
ctt_test04,not_run,,,,,,,,,,,,,,short_window_10,,,,,,,,,,,,,,,,,,,,,,,,,,,short-window processed datasets not built in this run
ctt_test04,not_run,,,,,,,,,,,,,,short_window_20,,,,,,,,,,,,,,,,,,,,,,,,,,,short-window processed datasets not built in this run
ctt_test04,not_run,,,,,,,,,,,,,,short_window_50,,,,,,,,,,,,,,,,,,,,,,,,,,,short-window processed datasets not built in this run
